Country.,Contract.Phase.,Recode.Structure.,Implementing.Organization.,BeginDate,EndDate,Status.,Birth.registration,Calendar,Cooking.fuel,Domestic.violence,Fieldworker.characteristics,Fistula,GPS.georeferenced,HIV.behavior,HIV.knowledge,Iodine.salt.test,Malaria.bednet.inventory..Includes.bednet.inventory,Male.circumcision.self.reported,Maternal.mortality,Men.s.survey,Micronutrients,Paper.survey,Social.marketing,Tobacco.use,Tuberculosis.questions,Vitamin.A.questions,Women.s.status,dhs_cc,dhs_recode_code,survey_id,Abortion,Alcohol.consumption,Causes.of.death,Health.expenditures,Migration,Out.of.pocket.health.expenditures,Pregnancy.history,Prenatal.care...folic.acid,Verbal.autopsy,Anemia.testing,Anthropometry,Blood.pressure..measure.,Blood.pressure.questions,CAPI.survey,Child.discipline,Child.labor,Diabetes.questions,Disability,Early.childhood.education,Health.insurance,Vaccinations.from.health.facilities,Non.communicable.diseases,Anemia.questions,HIV.testing,HIV.testing.includes.confirmation,Malaria...RDT,Malaria...Microscopy,Breast.cancer.screening,Cervical.cancer.screening,Prostate.cancer.screening,CAFÉ.survey,Service.availability,Diabetes.testing,Arsenic...water.test,Husband.s.survey,Early.childhood.development,Female.genital.cutting,OVC,Arm.circumference,Asthma,Basic.material.needs,Youth,Hepatitis.B.testing,Hepatitis.C.testing,Avian.influenza.knowledge,HIV.testing...children,Lead.testing,HIV.incidence,HIV.viral.load,E..coli...water.test,Measles.testing,Syphilis.testing,Tetanus.testing,HIV.CD4.count,Chlorine...water.test,Urine.iodine.excretion,Iron.transferrin.receptor..related.to.anemia.testing,Vitamin.A.testing,Herpes.simplex.virus...HSV.2.,Human.trafficking,Chlamydia.testing,Lipids.testing,dayslength,middate,BeginYear,EndYear,surveyyr,WealthIndex
Honduras,DHS-VI,DHS-VI,Instituto Nacional de Estadistica (INE),2011-09-01,2012-07-01,Completed,1,1,1,1,NA,NA,1,1,1,NA,NA,NA,NA,1,NA,1,NA,1,1,NA,1,HN,62,369,NA,1,1,1,NA,1,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,304,2012-01-31,2011,2012,2012,1
Honduras,DHS-V,DHS-V,"Instituto Nacional de Estadistica, (INE)",2005-10-01,2006-05-01,Completed,1,1,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,HN,52,265,NA,1,1,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212,2006-01-15,2005,2006,2006,1
India,DHS-VII,DHS-VI,International Institute for Population Sciences (IIPS),2015-01-01,2016-12-01,Completed,1,1,1,1,NA,NA,1,1,1,1,1,1,NA,1,1,NA,NA,1,1,1,1,IA,74,355,1,1,NA,NA,NA,NA,NA,1,NA,1,1,1,1,1,NA,NA,1,NA,NA,1,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,2015-12-17,2015,2016,2016,1
India,DHS-V,DHS-V,"International Institute for Population Sciences, Mumbai",2005-11-01,2006-08-01,Completed,1,1,1,1,NA,NA,NA,1,1,1,NA,1,NA,1,1,1,1,1,1,1,1,IA,52,264,NA,1,NA,1,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,273,2006-03-17,2005,2006,2006,1
India,DHS-IV,DHS-III,International Institute for Population Sciences (IIPS),1998-11-01,1999-12-01,Completed,NA,NA,1,1,NA,NA,NA,NA,1,1,NA,NA,1,NA,1,1,1,1,1,1,1,IA,42,156,1,1,1,1,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,395,1999-05-18,1998,1999,1999,1
India,DHS-II,DHS-II,International Institute for Population Sciences (IIPS),1992-04-01,1993-09-01,Completed,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,1,1,NA,NA,1,1,NA,IA,23,50,1,NA,1,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,518,1992-12-16,1992,1993,1993,1
Indonesia,DHS-VII,DHS-VII,"Badan Pusat Statistik (Statistics Indonesia, SI) and Badan Kependudukan dan Keluarga Berencana (National Population and Family Planning Board, NPFPB)",2017-07-01,2017-09-01,Completed,1,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,1,ID,71,522,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,2017-08-01,2017,2017,2017,1
Indonesia,DHS-VI,DHS-VI,Statistics Indonesia (Badan Statistik Indonesia or BPS),2012-05-01,2012-07-01,Completed,1,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,1,1,1,1,1,1,NA,1,1,ID,63,357,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,2012-05-31,2012,2012,2012,1
Indonesia,DHS-VI,NA,Statistics Indonesia (Badan Statistik Indonesia or BPS,2012-05-01,2012-07-01,Completed,1,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,ID,6C,460,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,2012-05-31,2012,2012,2012,NA
Indonesia,DHS-V,DHS-V,Central Bureau of Statistics ( (Badan Pusat Statistik (BPS)),2007-06-01,2008-02-01,Completed,1,1,1,NA,NA,NA,NA,NA,1,NA,1,NA,1,1,1,1,1,1,NA,1,1,ID,51,297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,245,2007-10-01,2007,2008,2008,1
Indonesia,DHS-V,NA,National Family Planning Coordinating Board and Central Board of Statistics (BPS) and Ministry of Health of the Republic of Indonesia,2007-06-01,2007-12-01,Completed,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,ID,5A,335,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,183,2007-09-01,2007,2007,2007,NA
Indonesia,DHS-IV,DHS-IV,Central Bureau of Statatistics/National Family Planning Coordinating Board (NFPCB)/Ministry of Health (MOH),2002-10-01,2003-04-01,Completed,1,1,1,NA,NA,NA,1,NA,1,NA,NA,NA,1,1,1,1,NA,NA,NA,1,1,ID,42,172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,182,2002-12-31,2002,2003,2003,1
Indonesia,DHS-IV,NA,Central Bureau of Statistics (CBS),2002-11-01,2003-04-01,Completed,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,ID,4A,221,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151,2003-01-16,2002,2003,2003,NA
Indonesia,DHS-III,DHS-III,Central Bureau of Statatistics/NFPCB/MOH,1997-09-01,1997-12-01,Completed,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,1,ID,3A,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,1997-10-17,1997,1997,1997,1
Indonesia,DHS-III,DHS-III,Central Bureau of Statistics/NFPCB/MOH,1994-07-01,1994-11-01,Completed,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,1,ID,31,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123,1994-09-01,1994,1994,1994,NA
Indonesia,DHS-II,DHS-II,"Indonesia Central Bureau of Statistics, the National Family Planning Coordinating Board and the Ministry of Health",1991-05-01,1991-07-01,Completed,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,ID,21,35,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,1991-05-31,1991,1991,1991,NA
Indonesia,DHS-I,DHS-I,Central Bureau of Statistics/NFPCB,1987-09-01,1987-12-01,Completed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,ID,01,14,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,1987-10-17,1987,1987,1987,NA
Jordan,DHS-VII,DHS-VII,Department of Statistics (DOS),2017-10-01,2018-01-01,Completed,NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,JO,71,500,1,NA,NA,1,NA,1,NA,NA,NA,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,2017-11-16,2017,2018,2018,1
Jordan,DHS-VI,DHS-VI,"Department of Statistics, Jordan",2012-09-01,2012-12-01,Completed,1,1,1,1,NA,NA,1,1,1,NA,1,NA,NA,NA,1,1,1,1,1,1,1,JO,6C,403,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,2012-10-17,2012,2012,2012,1
Jordan,DHS-VI,DHS-V,Department of Statistics (DOS),2009-10-01,2009-12-01,Completed,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,JO,61,336,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,2009-10-31,2009,2009,2009,1
Jordan,DHS-V,DHS-V,Department of Statistics (DOS),2007-06-01,2007-11-01,Completed,NA,1,1,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1,1,1,1,1,NA,1,JO,51,295,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153,2007-08-16,2007,2007,2007,1
Jordan,DHS-IV,DHS-IV,Department of Statistics (DOS),2002-07-01,2002-09-01,Completed,NA,1,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,JO,42,208,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,2002-08-01,2002,2002,2002,1
Jordan,DHS-III,DHS-III,Department of Statistics (DOS),1997-06-01,1997-10-01,Completed,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,1,JO,31,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122,1997-08-01,1997,1997,1997,1
Jordan,DHS-II,DHS-II,Department of Statistics (DOS)/Ministry of Planning,1990-10-01,1990-12-01,Completed,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,JO,21,31,NA,NA,1,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,1990-10-31,1990,1990,1990,1
Kazakhstan,DHS-IV,DHS-III,Academy of Preventive Medicine,1999-07-01,1999-09-01,Completed,NA,1,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,1,1,1,1,1,NA,1,KK,42,157,1,1,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,1999-08-01,1999,1999,1999,1
Kazakhstan,DHS-III,DHS-III,National Institute of Nutrition,1995-05-01,1995-09-01,Completed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,KK,31,74,1,NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123,1995-07-02,1995,1995,1995,1
Kenya,DHS-VII,DHS-VI,National Malaria Control Programme / Ministry of Health (NMCP/MOH) and Kenya National Bureau of Statistics (KNBS),2015-07-01,2015-08-01,Completed,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KE,7A,493,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,2015-07-17,2015,2015,2015,1
Kenya,DHS-VII,DHS-VI,Kenya National Bureau of Statistics (KNBS) of the Ministry of Planning and National Development,2014-05-01,2014-10-01,Completed,1,1,1,1,NA,1,1,1,1,1,1,NA,1,1,1,1,NA,1,1,1,1,KE,71,451,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153,2014-07-16,2014,2014,2014,1
Kenya,DHS-VI,NA,National Coordinating Agency for Population and Development (NCAPD),2010-01-01,2010-04-01,Completed,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,2010-02-15,2010,2010,2010,NA
Kenya,DHS-VI,,Division of Malaria Control (DOMC) in the Ministry of Public Health and Sanitation,2010-07-01,2010-09-01,Completed,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,385,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,2010-08-01,2010,2010,2010,1
Kenya,DHS-V,DHS-V,Kenya National Bureau of Statistics formerly Central Bureau of Statistics (CBS),2008-11-01,2009-02-01,Completed,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,KE,52,300,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,2008-12-17,2008,2009,2009,1
Kenya,DHS-V,NA,National Council for Population Development (NCPD),2004-09-01,2005-01-01,Completed,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122,2004-11-01,2004,2005,2005,NA
Kenya,DHS-IV,DHS-IV,Central Bureau of Statistics (CBS),2003-04-01,2003-09-01,Completed,1,1,1,1,NA,NA,1,1,1,NA,1,1,1,1,1,1,NA,1,NA,NA,1,KE,42,216,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153,2003-06-16,2003,2003,2003,1
Kenya,DHS-IV,NA,National Council for Population Development (NCPD)/Ministry of Health (MOH),1999-04-01,1999-09-01,Completed,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153,1999-06-16,1999,1999,1999,NA
Kenya,DHS-III,DHS-III,National Council for Population Development (NCPD),1998-02-01,1998-07-01,Completed,NA,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,1,KE,3A,115,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,1998-04-17,1998,1998,1998,1
Kenya,DHS-III,DHS-II,National Council for Population Development (NCPD),1993-02-01,1993-08-01,Completed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,KE,33,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,181,1993-05-02,1993,1993,1993,NA
Kenya,DHS-I,DHS-I,National Council for Population Development (NCPD),1988-12-01,1989-05-01,Completed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,KE,03,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151,1989-02-15,1988,1989,1989,NA
Kyrgyz Republic,DHS-VI,DHS-VI,National Statistical Committee (NSC) and the Ministry of Health (MOH),2012-08-01,2012-12-01,Completed,1,1,1,1,NA,NA,1,1,1,1,NA,1,NA,1,1,1,1,1,1,1,1,KY,61,383,1,1,NA,NA,NA,NA,1,1,NA,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122,2012-10-01,2012,2012,2012,1
Kyrgyz Republic,DHS-III,DHS-III,Institute of Obstetrics and Pediatrics/Ministry of Health,1997-08-01,1997-11-01,Completed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,KY,31,109,1,NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,1997-09-16,1997,1997,1997,1
Lao People's Democratic Republic,DHS-VII,NA,"Lao Statistics Bureau (LSB) / Ministry of Planning and Investment (MPI), in collaboration with the Ministry of Health.",2017-07-01,2017-09-01,Completed,1,NA,1,NA,NA,NA,1,1,1,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,520,NA,1,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,1,1,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,2017-08-01,2017,2017,2017,NA
